"Période";"Production totale brute d'électricité (en GWh)";"Production totale nette d'électricité (en GWh)";"Production brute d'électricité nucléaire (en GWh)";"Production nette d'électricité nucléaire (en GWh)";"Production brute d'électricité hydraulique (en GWh)";"Production nette d'électricité hydraulique (en GWh)";"Production brute d'électricité éolienne (en GWh)";"Production nette d'électricité éolienne (en GWh)";"Production brute d'électricité photovoltaïque (en GWh)";"Production nette d'électricité photovoltaïque (en GWh)";"Production brute d'électricité thermique (en GWh)";"Production nette d'électricité thermique (en GWh)";"Électricité absorbée pour les pompages (en GWh)";"Total des importations physiques d'électricité (en GWh)";"Total des exportations physiques d'électricité (en GWh)";"Energie appelée réelle yc pertes (consommation calculée yc pertes) (en GWh)";"Livraisons en basse tension (BT : FC + Corse) (en GWh)";"Livraisons en moyenne tension (MT : FC + Corse) (en GWh)";"Livraisons en haute tension (en GWh)";"Puissance maximale appelée (en GW)";"Solde des échanges physiques d'électricité (en GWh)";"Consommation d'électricité (hors pertes) CVC-CJO (en GWh)";"Livraisons en basse tension CVC-CJO (en GWh)";"Livraisons en moyenne tension CVC-CJO (en GWh)";"Livraisons en haute tension CVC-CJO (en GWh)";"Consommation d'électricité (hors pertes) CVS-CVC-CJO (en GWh)";"Livraisons en basse tension CVS-CVC-CJO (en GWh)";"Livraisons en moyenne tension CVS-CVC-CJO (en GWh)";"Livraisons en haute tension CVS-CVC-CJO (en GWh)";"Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODB_ELE";"PRODN_ELE";"PRODB_NUCL";"PRODN_NUCL";"PRODB_HYDRO";"PRODN_HYDRO";"PRODB_EOL";"PRODN_EOL";"PRODB_PV";"PRODN_PV";"PRODB_ELE_THERM";"PRODN_ELE_THERM";"STEP_ELE";"QIMP_ELE";"QEXP_ELE";"EAR_ELE";"LIV_ELE_BT";"LIV_ELE_MT";"LIV_ELE_HT";"PUISSMAX_ELE";"QSOLI_ELE";"CONSO_ELE_COR1";"LIV_ELE_BT_COR1";"LIV_ELE_MT_COR1";"LIV_ELE_HT_COR1";"CONSO_ELE_COR2";"LIV_ELE_BT_COR2";"LIV_ELE_MT_COR2";"LIV_ELE_HT_COR2";"DJU";"INDRIG"
"2010-08";41242.343;39330.988;34133;32391;4401.903;4347.988;668;668;0;0;2039.44;1924;520;481;6388;32903.988;10867;11656;8027;57.1;-5907;;;;;37771.486;16130.387;13099.409;8541.69;0;1
"2009-04";42557.465;40662.27;32514;30862;6741.845;6659.27;464;464;0;0;2837.62;2677;656;1033;3816;37223.27;14153;12247;8089;66.824;-2783;;;;;37080.593;16280.454;12835.951;7964.188;135.179;0.814
"2006-10";46153.692;44102.773;37508;35707;5096.192;5033.773;237;237;0;0;3312.5;3125;609;227;7546;36174.773;12050;12620;8637;59.855;-7319;;;;;35994.468;14791.765;13068.762;8133.941;52.587;0.422
"2006-01";58702.774;56145.251;44734;42769;4302.954;4250.251;129;129;0;0;9536.82;8997;731;1167;3974;52607.251;23385;15303;8700;86.28;-2807;;;;;36505.96;14561.575;13145.516;8798.869;425.11;1.146
"2003-11";50750.166;48560;39489;37738;4469.746;4415;0;0;0;0;6791.42;6407;793;330;6621;41476;15376;13151;9039;72.145;-6291;;;;;35971.448;13839.03;13057.181;9075.236;229.229;0.902
"2002-05";44594.306;42615;35361;33623;6342.686;6265;0;0;0;0;2890.62;2727;679;97;7338;34695;10604;11509;9487;57.8;-7241;;;;;34866.248;13513.754;12302.481;9050.013;95.536;1.218
"2016-08";37477.208;35747.725;28639.911;27118.187;3917.506;3869.524;1134.242;1134.242;962.815;962.815;2822.734;2662.957;533.779;1483.021;4887.611;31809.356;10809.312;12235.399;6187.721;55.793;-3404.59;29010.213;10809.312;12027.585;6173.316;36520.807;16270.59;13477.654;6772.562;0;1
"2013-05";44935.803;43133.435;32753.09;31169.2;8577.316;8472.26;1112.432;1112.432;489.167;489.167;2003.797;1890.375;657.47;474.39;6321.41;36628.945;14019.19;12741.613;6733.341;63.15;-5847.02;31747.429;12694.653;12315.604;6737.172;36475.408;16393.428;13407.466;6674.514;140.301;1.789
"2011-11";48495.74;46277.704;35415.62;33705;3957.82;3909.344;909;909;105.36;105.36;8107.94;7649;585;1262;5121;41833.704;16814.5;13503.2;7292;75.07;-3859;;;;;36720.404;15836.038;13461.699;7422.668;198.874;0.782
"2011-02";52596.376;50410.219;40039.205;38328;4119.154;4068.702;871;871;67.517;67.517;7499.5;7075;513;854;4775;45976.219;20413.62;13621.7;7218;91.61;-3921;;;;;37122.058;15902.918;13407.054;7812.086;290.502;0.909
"2010-07";42887.363;40945.522;33421.601;31744;5511.022;5443.522;479;479;0;0;3475.74;3279;480;781;5413;35833.522;11107;13273;8781;60.22;-4632;;;;;38331.665;16253.768;13675.609;8402.287;0;1
"2009-10";41453.171;39462.61;32593.52;30932;3081.351;3043.61;632;632;0;0;5146.3;4855;514;2606;2178;39376.61;14321;12960;8958;68.92;428;;;;;37577.865;15772.604;13090.086;8715.176;134.189;1.078
"2009-02";52679.913;50507.224;38719;37051;5807.353;5736.224;494;494;0;0;7659.56;7226;706;982;4310;46473.224;21415;13568;7040;84.544;-3328;;;;;36313.25;15617.515;12931.591;7764.144;342.672;1.072
"2009-01";60723.167;58182.784;45056;43093;6148.087;6072.784;649;649;0;0;8870.08;8368;743;1569;4287;54721.784;26096;15550;7676;92.4;-2718;;;;;36699.186;15660.519;13185.903;7852.764;456.461;1.23
"2004-01";57706.071;55232;43703;41710;7024.031;6938;0;0;0;0;6979.04;6584;744;446;6490;48444;21272;13807;8896;78.765;-6044;;;;;35645.341;14184.29;12261.046;9200.005;366.599;0.988
"2003-03";49956.273;47799;37657;35921;6197.913;6122;0;0;0;0;6101.36;5756;598;348;7293;40256;14691;12989;9337;65.853;-6945;;;;;36151.022;14149.884;12445.601;9555.537;208.185;0.814
"2017-06";38817.633;37089.405;28389.335;26884.246;5156.966;5093.803;1395.797;1395.797;1049.305;1049.305;2826.23;2666.255;553.351;1244.161;4698.578;33081.637;10713.444;13056.924;6670.974;59.504;-3454.417;30066.17;10713.444;12681.714;6671.012;36391.853;16113.287;13447.679;6830.887;0;1
"2017-04";44121.663;42244.033;33338.196;31752.185;4239.142;4187.221;1378.682;1378.682;930.993;930.993;4234.649;3994.952;539.834;699.337;6088.295;36315.241;14377.29;12350.707;6589.423;65.44;-5388.958;33201.548;14043.077;12548.92;6609.551;34774.459;14950.134;13079.726;6744.599;181.064;1.09
"2016-12";53484.489;51210.957;38366.759;36652.24;4596.51;4540.212;1388.413;1388.413;251.525;251.525;8881.281;8378.567;529.477;3098.468;3182.986;50596.962;24162.35;14385.607;7082.045;81.773;-84.518;44692.496;23552.439;14144.487;6995.57;35958.514;16121.052;13071.576;6765.886;373.202;1.058
"2016-09";37991.211;36214.984;27937.168;26482.188;3402.717;3361.04;952.892;952.892;759.36;759.36;4939.074;4659.504;483.405;1594.268;4328.703;32997.144;10951.456;12693.222;6706.594;55.972;-2734.435;30239.643;10951.456;12597.205;6690.982;36433.501;16198.201;13443.751;6791.549;0;1
"2016-01";58318.481;55984.832;43507.149;41589.906;5730.93;5660.736;2715.706;2715.706;248.27;248.27;6116.426;5770.213;777.555;1483.251;6587.608;50102.92;23289.98;14683.669;7241.061;88.571;-5104.357;47358.374;24682.198;15310.465;7365.711;36401.383;16133.338;13321.205;6946.84;325.637;0.878
"2015-09";40513.172;38738.302;32228.48;30643.44;3442.101;3399.942;1585.318;1585.318;648.438;648.438;2608.834;2461.164;419.45;617.39;5788.48;33147.762;11364.69;12565.891;6691.47;56.68;-5171.09;30509.545;11364.69;12469.73;6675.125;36801.687;16711.539;13311.105;6779.043;0;1
"2014-01";58289.803;55988.114;44669;42697.31;7051.813;6965.442;2099.956;2099.956;164.952;164.952;4304.082;4060.455;805.31;787.97;6669.89;49300.884;22651.09;14869.285;6993.372;82.27;-5881.92;47242.263;24858.481;15290;7093.781;36512.06;16372.416;13357.991;6781.653;298.853;0.806
"2011-04";42808.586;40865.482;34556.526;32850;4129.51;4078.931;668;668;168.551;168.551;3286;3100;544;548;5663;35206.482;12414.25;12346.3;7543;62;-5115;;;;;36931.69;15926.481;13401.789;7603.421;83.526;0.503
"2008-12";57667.7;55179.263;43270;41308;5662.62;5593.263;660;660;0;0;8075.08;7618;697;1395;4263;51614.263;24651;14606;7201;84.426;-2868;;;;;36108.074;15893.713;12938.059;7276.303;403.777;1.144
"2008-07";43017.915;41010.168;33600.188;31835;6106.967;6032.168;347;347;0;0;2963.76;2796;266;642;5424;35962.168;10642;13236;9334;60.05;-4782;;;;;37685.612;15424.834;13403.098;8857.679;0;1
"2007-02";50448.484;48328.116;37847;36169;5647.284;5578.116;361;361;0;0;6593.2;6220;662;534;5672;42528.116;17412;13154;7872;77.801;-5138;;;;;37065.12;14658.456;13510.417;8896.247;243.557;0.762
"2006-05";44566.87;42622.893;35708;33950;6900.41;6815.893;166;166;0;0;1792.46;1691;707;71;7309;34677.893;11297;12028;8634;58.252;-7238;;;;;36055.323;14765.376;13016.045;8273.902;69.934;0.892
"2004-11";52247.028;50038;41130;39354;4424.188;4370;0;0;0;0;6692.84;6314;701;513;6148;43702;16952;13260;9506;76.73;-5635;;;;;36563.596;14400.444;12747.442;9415.709;277.279;1.091
"2003-01";57838.512;55483;42236;40404;8108.312;8009;0;0;0;0;7494.2;7070;530;341;6630;48664;22019;13572;8899;80.19;-6289;;;;;34448.513;13691.746;11733.861;9022.907;422.876;1.14
"2016-11";47539.393;45475.379;32705.546;31151.937;4228.005;4176.22;2188.107;2188.107;315.449;315.449;8102.286;7643.666;569.332;2665.169;3309.401;44261.815;19292.386;13722.828;6964.992;82.069;-644.232;39945.244;19265.934;13717.275;6962.035;36487.56;16357.01;13336.424;6794.126;256.744;1.01
"2017-03";51862.458;49794.818;35897.025;34272.603;6307.245;6229.993;2514.403;2514.403;678.398;678.398;6465.387;6099.421;686.494;837.128;7211.762;42733.69;17741.933;14254.418;6850.455;74.673;-6374.634;41591.782;19999.589;14652.521;6939.673;36763.672;16437.094;13561.977;6764.6;192.829;0.754
"2016-06";41550.701;39821.982;30160.789;28646.521;7230.034;7141.479;1024.84;1024.84;910.859;910.859;2224.179;2098.282;547.059;369.751;7015.426;32629.248;11083.047;12651.072;6374.612;56.361;-6645.675;29998.25;11083.047;12566.501;6348.702;36473.871;16635.785;13316.106;6521.98;0;1
"2015-02";54152.31;52046.071;39146.02;37483.16;6422.019;6343.362;1808.205;1808.205;332.643;332.643;6443.423;6078.701;454.73;1446.61;4507.52;48530.431;23155.02;14043.45;6631.888;91.61;-3060.91;42546.39;22033.95;13876.622;6635.819;36542.865;16427.277;13320.975;6794.612;351.239;1.099
"2014-12";56950.648;54659.311;43541.8;41633.53;5744.263;5673.906;1958.53;1958.53;181.5;181.5;5524.556;5211.845;664.74;848.4;5619.97;49223.001;23201.63;14425.561;6953.985;82.54;-4771.57;44862.886;23506.942;14383.496;6972.448;36183.208;16107.266;13250.36;6825.581;346.389;0.982
"2013-07";42495.983;40600.331;32379.82;30692.52;6404.859;6326.412;829.513;829.513;586.812;586.812;2294.978;2165.074;540.81;303.24;5891.23;34471.531;11175.33;13650.366;6848.04;57.32;-5587.99;31303.519;11175.33;13321.858;6806.331;36704.63;16424.288;13551.84;6728.502;0;1
"2013-01";60165.752;57742.767;44317.34;42406.47;6889.037;6804.659;1263.586;1263.586;139.104;139.104;7556.685;7128.948;571.76;961.74;4527.62;53605.127;25491.99;15617.921;7019.925;92.6;-3565.88;46744.179;24535.934;15247.803;6960.442;36284.384;16249.35;13307.002;6728.032;402.257;1.084
"2012-09";39686.189;37836.854;31764.68;30130.08;3663.135;3618.268;883.51;883.51;373.851;373.851;3001.014;2831.145;615.22;610.63;4712.5;33119.764;11296;12342.357;6712.969;58.35;-4101.87;;;;;36745.791;16448.481;13467.647;6829.663;0;1
"2009-09";37885.758;36009.653;30289.63;28680;2994.328;2957.653;542;542;0;0;4059.8;3830;365;1603;2865;34382.653;10846;12373;8506;58.1;-1262;;;;;37133.741;15703.095;13108.491;8322.155;0;1
"2006-12";55633.694;53233.541;42306;40409;5250.854;5186.541;324;324;0;0;7752.84;7314;656;1126;5067;48636.541;21608;13925;8395;80.665;-3941;;;;;36517.384;14813.281;13081.528;8622.575;350.907;0.994
"2005-12";57390.158;54892;43992;42053;4326.998;4274;129;129;0;0;8942.16;8436;638;1057;4340;50971;23069;14741;8703;82.37;-3283;;;;;36797.17;14615.723;13175.68;9005.767;420.387;1.191
"2005-08";41236.024;39259;34921;33133;3705.384;3660;72;72;0;0;2537.64;2394;448;242;7050;32003;9671;11217;8405;56.8;-6808;;;;;36233.881;14323.539;13003.986;8906.356;0;1
"2003-10";46639.822;44609;37203;35496;4742.082;4684;0;0;0;0;4694.74;4429;648;695;4588;40068;13878;13027;9779;70.68;-3893;;;;;35483.75;13868.715;12480.478;9134.556;195.283;1.568
"2014-11";49204.123;47102.515;38072;36290.56;4896.39;4836.418;1411.536;1411.536;227.394;227.394;4596.802;4336.606;639.05;539.57;6350.04;40652.995;16866.25;13063.24;6804.338;72.43;-5810.47;39641.572;18903.955;13697.797;7039.82;36323.613;16129.966;13304.635;6889.012;188.089;0.74
"2012-08";38024.788;36150.465;29967.64;28313.71;3616.215;3571.923;861.564;861.564;468.254;468.254;3111.115;2935.014;486.49;956.49;4578.81;32041.655;11060.65;12151.213;6178.004;55.31;-3622.32;;;;;36816.08;16476.963;13596.059;6743.059;0;1
"2012-05";42093.516;40296.534;30631.03;29058.12;7846.426;7750.322;932.895;932.895;422.399;422.399;2260.765;2132.797;586.35;612.9;5100.73;35222.354;12556.16;12391.691;7226.734;59.86;-4487.83;;;;;36983.267;16375.917;13524.612;7082.737;73.287;0.934
"2012-01";59655.081;57249.403;44768.87;42810.54;6832.017;6748.338;1520.71;1520.71;108.671;108.671;6424.813;6061.144;559.4;720.89;6218.42;51192.473;23139.54;15142.656;7493.08;89.79;-5497.53;;;;;36766.492;16047.344;13326.364;7392.784;338.038;0.911
"2011-12";56141.838;53726.3;41791.86;39819;5746.002;5675.625;1944;1944;82.675;82.675;6577.3;6205;669;943;5770;48230.3;21490.5;14545.2;7151;82.46;-4827;;;;;36848.485;15948.512;13458.241;7441.732;296.789;0.841
"2011-09";40622.536;38790.032;33085.95;31477;3237.556;3197.902;821;821;229.13;229.13;3248.9;3065;493;487;4752;34032.032;10966.9;12784.5;7423;56.345;-4265;;;;;36897.564;15941.386;13528.347;7427.832;0;1
"2005-05";44527.315;42507;35110;33345;6173.615;6098;69;69;0;0;3174.7;2995;532;201;6899;35277;10972;12035;9553;57.9;-6698;;;;;36142.144;14134.691;12877.832;9129.621;84.077;1.072
"2003-07";42004.506;40115;34866;33207;3912.926;3865;0;0;0;0;3225.58;3043;551;635;5606;34593;9485;12679;9539;57.723;-4971;;;;;35397.303;13637.494;12724.527;9035.283;0;1
"2014-10";42871.931;40992.952;34467;32803.25;3782.742;3736.411;1209.627;1209.627;428.707;428.707;2983.855;2814.958;738.89;664.45;4971.4;35947.112;12906.89;13112.905;7013.253;62.64;-4306.95;34482.94;14314.546;13178.174;6990.219;36349.958;16174.511;13375.362;6800.084;69.506;0.558
"2014-02";51464.805;49473.174;38094;36396.34;7111.085;7023.988;2356.767;2356.767;248.186;248.186;3654.767;3447.893;640.18;1172.22;5491.28;44513.934;20306.76;13446.008;6457.386;80.19;-4319.06;42611.311;22085.836;13945.691;6579.784;36544.25;16401.032;13385.024;6758.194;259.738;0.812
"2013-11";50648.964;48520.967;36336;34630.82;6320.358;6242.946;1714.19;1714.19;176.278;176.278;6102.137;5756.733;694.81;1513.97;4104.77;45235.357;19993.27;13891.991;6871.548;84.9;-2590.8;39973.71;19200.01;13945.94;6827.759;36674.648;16434.664;13521.806;6718.178;280.871;1.105
"2012-06";39119.358;37400.152;28043.09;26562.38;6965.311;6879.999;951.157;951.157;453.555;453.555;2706.245;2553.061;629.24;632.94;4331.58;33072.272;11020.25;12537.882;6805.758;57.44;-3698.64;;;;;36495.058;16319.614;13354.608;6820.836;0;1
"2010-09";40879.197;39015.384;33281.807;31657;3607.57;3563.384;548;548;0;0;3441.82;3247;520;982;4592;34885.384;11288;12518;8545;60.7;-3610;;;;;38081.159;16372.922;13249.908;8458.329;0;1
"2008-11";50557.818;48354.128;37872;36123;5124.898;5062.128;637;637;0;0;6923.92;6532;597;940;4368;44329.128;18973;13474;7742;82.552;-3428;;;;;36681.073;15927.377;12998.434;7755.261;266.518;1.048
"2008-09";41740.035;39848.664;32871;31239;4878.415;4818.664;464;464;0;0;3526.62;3327;496;878;4567;35663.664;11174;12758;9060;61.166;-3689;;;;;38456.108;16164.715;13480.489;8810.905;0;1
"2006-06";42292.406;40362.197;34564;32835;5199.886;5136.197;99;99;0;0;2429.52;2292;541;233;6178;33876.197;10173;12656;8478;57.442;-5945;;;;;36424.641;14923.355;13220.713;8280.572;0;1
"2006-02";50508.384;48302.953;36761;35119;4666.104;4608.953;137;137;0;0;8944.28;8438;652;1824;2779;46695.953;20509;13815;7809;83.239;-955;;;;;36423.851;14672.131;13045.856;8705.865;371.281;1.161
"2004-04";45591.557;43572;35611;33916;5419.377;5353;0;0;0;0;4561.18;4303;585;423;5039;38371;13617;12360;9338;66.535;-4616;;;;;35743.545;14092.108;12500.162;9151.274;175.608;1.057
"2004-03";52132.826;49810;37890;36084;6523.906;6444;0;0;0;0;7718.92;7282;602;724;4836;45096;18084;14033;9100;76.68;-4112;;;;;35630.735;13831.921;12645.113;9153.701;296.857;1.161
"2003-12";55510.108;53193;43603;41712;5588.448;5520;0;0;0;0;6318.66;5961;731;362;6723;46101;20581;13038;8260;77.546;-6361;;;;;34630.907;14137.325;12136.828;8356.755;352.74;1
"2002-01";55359.291;52741;42130;40059;4543.651;4488;0;0;0;0;8685.64;8194;703;590;5834;46794;19666;14157;8314;76.28;-5244;;;;;34376.437;13257.557;12548.372;8570.508;356.37;0.961
"2000-11";49353.219;47282;36301.594;34639;7443.165;7352;0;0;0;0;5608.46;5291;706;288;6432;40432;18870;8518;9009;66.4;-6144;;;;;34215.43;16905.78;8253.68;9055.97;237.709;0.935
"2001-03";48410.148;46360;35432.858;33738;8550.73;8446;0;0;0;0;4426.56;4176;573;313;6563;39537;19283;8400;8818;65.5;-6250;;;;;35343.46;18269.39;8006.76;9067.31;216.691;0.847
"2000-03";48949.592;46864;37584.633;35869;6162.479;6087;0;0;0;0;5202.48;4908;639;267;6524;39968;18502;8508;9204;63.9;-6257;;;;;33573.54;16265.38;8002.11;9306.05;260.986;1.02
"2001-10";45942.563;43988;37496.633;35790;5188.55;5125;0;0;0;0;3257.38;3073;698;150;7443;35997;14152;8569;9876;58;-7293;;;;;34541.46;17146.69;8081.01;9313.76;50.908;0.409
"1999-03";46571.704;44471;34512.698;32785;6979.486;6894;0;0;0;0;5079.52;4792;394;421;6185;38313;17947;8178;8164;60.7;-5764;;;;;32383.28;16189.15;7804.72;8389.41;243.719;0.953
"1998-09";36261.543;34602;28871.965;27450;4073.898;4024;0;0;0;0;3315.68;3128;460;556;3727;30971;11608;7687;8904;52.1;-3171;;;;;31932.16;15757.32;7655.76;8519.08;0;1
"1997-08";36238.434;34625;29449.716;27994;5107.558;5045;0;0;0;0;1681.16;1586;365;328;5487;29101;10970;6299;9131;49.3;-5159;;;;;31841.78;15220.47;7533.39;9087.92;0;1
"1994-07";36449.64;34809;27885.624;26463;6013.656;5940;0;0;0;0;2550.36;2406;365;324;5392;29376;10584;6726;9401;48.6;-5068;;;;;29814.59;14405.91;7009.27;8399.41;0;1
"1992-09";34259.663;32692;26120.695;24813;4525.428;4470;0;0;0;0;3613.54;3409;425;293;4736;27824;10021;6668;8563;47.7;-4443;;;;;28498.09;13715.68;6662.87;8119.54;0;1
"1991-02";43281.632;41263;30210.442;28698;5268.53;5204;0;0;0;0;7802.66;7361;325;507;4766;36679;19185;6723;6592;67.8;-4259;;;;;27513.25;13113.27;6669.51;7730.47;409.899;1.282
"1989-05";30914.599;29612;22476.24;21351;6769.919;6687;0;0;0;0;1668.44;1574;365;420;4534;25133;8988;5992;7933;43.1;-4114;;;;;0;0;0;0;48.047;0.612
"1989-02";35862.729;34141;27149.185;25790;2946.084;2910;0;0;0;0;5767.46;5441;295;529;3924;30451;14865;5987;6217;56.3;-3395;;;;;0;0;0;0;303.151;0.948
"1989-01";41260.746;39286;30608.363;29076;3620.342;3576;0;0;0;0;7032.04;6634;496;712;4577;34925;17634;6481;6735;56.5;-3865;;;;;0;0;0;0;384.477;1.036
"1988-12";39425.567;37515;26591.282;25121;6452.025;6373;0;0;0;0;6382.26;6021;440;783;4453;33405;16920;5643;6764;54.3;-3670;;;;;0;0;0;0;325.026;0.921
"1987-04";29912.865;28603;20572.741;19488;6843.824;6760;0;0;0;0;2496.3;2355;222;632;3454;25559;10156;5269;7565;47.7;-2822;;;;;0;0;0;0;149.017;0.897
"1983-09";21693.147;20744;12432.657;11800;4682.35;4625;0;0;0;0;4578.14;4319;163;365;1841;19105;5348;5590;5758;34.1;-1476;;;;;0;0;0;0;0;1
"1982-05";21777.589;20810;9145.27;8654;5381.918;5316;0;0;0;0;7250.4;6840;116;444;1266;19872;5822;5017;6553;36.4;-822;;;;;0;0;0;0;98.191;1.252
"2000-06";39869.464;38053;31047.879;29450;6329.525;6252;0;0;0;0;2492.06;2351;336;180;6208;31689;11773;7882;9262;53.4;-6028;;;;;33347.44;16360.35;8040.04;8947.05;0;1
"1995-05";38124.359;36525;28124.701;26749;7718.538;7624;0;0;0;0;2281.12;2152;296;167;5950;30446;11550;6953;9153;52.8;-5783;;;;;30153.12;14525.19;7180.98;8446.95;89.811;1.145
"1993-02";42741.928;40756;32889.578;31269;4336.109;4283;0;0;0;0;5516.24;5204;336;388;5310;35498;18374;6688;6561;62.2;-4922;;;;;27941.45;13535.33;6648.69;7757.43;372.469;1.165
"1992-04";38422.41;36686;28052.403;26648;5748.407;5678;0;0;0;0;4621.6;4360;342;341;4994;31691;13684;6728;8427;55.9;-4653;;;;;28645.33;13721.83;6672.05;8251.45;197.517;1.189
"1990-06";30873.477;29532;23982.657;22782;5618.82;5550;0;0;0;0;1272;1200;413;307;3990;25436;9106;5967;7871;43.4;-3683;;;;;26191.68;12753.41;6147.89;7290.38;0;1
"1988-05";29268.653;28007;18779.345;17741;8351.288;8249;0;0;0;0;2138.02;2017;191;661;3811;24666;8741;5431;8003;41.9;-3150;;;;;0;0;0;0;72.67;0.926
"1983-03";27078.169;25900;11354.809;10777;6529.98;6450;0;0;0;0;9193.38;8673;111;668;1256;25201;9413;6681;5796;42.2;-588;;;;;0;0;0;0;289.94;1.134
"1999-02";46535.548;44550;33607.844;32072;6358.884;6281;0;0;0;0;6568.82;6197;413;518;5546;39109;20357;7486;7206;68.5;-5028;;;;;31806.72;15928.88;7473.65;8404.19;336.904;1.054
"1996-10";42764.913;40837;34032.211;32395;4590.222;4534;0;0;0;0;4142.48;3908;586;180;6446;33985;13601;7719;9297;55.5;-6266;;;;;30941.33;14936.23;7140.42;8864.68;134.946;1.084
"1996-07";38335.537;36664;29999.192;28556;5490.245;5423;0;0;0;0;2846.1;2685;481;287;5709;30761;11201;7350;9776;50.5;-5422;;;;;30763.97;14981.63;7220.35;8561.99;0;1
"1996-02";47985.784;45872;35743.539;34024;6734.485;6652;0;0;0;0;5507.76;5196;401;570;5926;40115;20782;7329;7450;69.6;-5356;;;;;30418.19;14802.09;7222.62;8393.48;388.753;1.216
"1995-02";41249.632;39491;31707.975;30157;7494.797;7403;0;0;0;0;2046.86;1931;209;201;6095;33388;16081;6689;7012;59.6;-5894;;;;;29326.62;14350.56;6668.15;8307.91;238.149;0.745
"1994-09";36325.857;34685;28730.739;27265;5744.358;5674;0;0;0;0;1850.76;1746;337;360;5320;29388;11037;6972;8675;50.7;-4960;;;;;29815.46;14585.32;6974.64;8255.5;0;1
"1994-08";33990.237;32423;27954.119;26528;4521.378;4466;0;0;0;0;1514.74;1429;349;328;5578;26824;10135;5912;8557;47.1;-5250;;;;;29529.47;14243.81;6938.76;8346.9;0;1
"1994-03";41243.184;39410;30566.387;29007;7452.276;7361;0;0;0;0;3224.52;3042;57;261;5850;33764;14969;7237;7752;55.7;-5589;;;;;29054.01;14178.43;6812.66;8062.92;208.649;0.816
